angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.05,,"[94, 68, 249, 340]",,0.0,,0.04,,0.56,,0.01,,0.11,,0.23,
0.02,,"[95, 66, 250, 345]",,0.0,,0.02,,0.64,,0.0,,0.03,,0.28,
0.02,,"[94, 66, 251, 345]",,0.0,,0.02,,0.6,,0.0,,0.04,,0.32,
0.03,,"[95, 68, 248, 340]",,0.0,,0.04,,0.54,,0.01,,0.06,,0.32,
0.04,,"[95, 68, 248, 340]",,0.0,,0.04,,0.54,,0.01,,0.06,,0.32,
0.03,,"[96, 66, 249, 343]",,0.0,,0.07,,0.22,,0.0,,0.1,,0.57,
0.03,,"[96, 66, 249, 343]",,0.0,,0.06,,0.2,,0.0,,0.09,,0.61,
0.03,,"[93, 67, 251, 345]",,0.0,,0.07,,0.27,,0.0,,0.1,,0.52,
0.03,,"[93, 67, 251, 345]",,0.0,,0.07,,0.25,,0.0,,0.1,,0.54,
0.03,,"[89, 71, 254, 346]",,0.0,,0.03,,0.39,,0.0,,0.03,,0.5,
0.03,,"[89, 71, 254, 346]",,0.0,,0.04,,0.41,,0.01,,0.03,,0.49,
0.02,,"[89, 73, 252, 345]",,0.0,,0.03,,0.38,,0.01,,0.02,,0.55,
0.02,,"[89, 73, 252, 345]",,0.0,,0.03,,0.37,,0.0,,0.02,,0.56,
0.03,,"[87, 69, 255, 355]",,0.0,,0.02,,0.35,,0.0,,0.02,,0.58,
0.03,,"[87, 69, 255, 355]",,0.0,,0.02,,0.35,,0.0,,0.02,,0.58,
0.03,,"[87, 71, 254, 356]",,0.0,,0.04,,0.31,,0.01,,0.04,,0.57,
0.03,,"[86, 72, 254, 355]",,0.0,,0.03,,0.36,,0.01,,0.03,,0.54,
0.04,,"[81, 69, 260, 355]",,0.0,,0.03,,0.37,,0.01,,0.05,,0.5,
0.04,,"[81, 69, 260, 355]",,0.0,,0.03,,0.39,,0.01,,0.05,,0.48,
0.03,,"[80, 70, 261, 353]",,0.0,,0.04,,0.38,,0.01,,0.06,,0.47,
0.03,,"[80, 70, 261, 353]",,0.0,,0.04,,0.38,,0.01,,0.06,,0.48,
0.04,,"[78, 70, 262, 352]",,0.0,,0.06,,0.25,,0.01,,0.07,,0.58,
0.04,,"[78, 70, 262, 352]",,0.0,,0.07,,0.25,,0.01,,0.07,,0.56,
0.04,,"[79, 70, 260, 352]",,0.0,,0.05,,0.26,,0.01,,0.06,,0.58,
0.04,,"[79, 71, 260, 351]",,0.0,,0.06,,0.27,,0.01,,0.09,,0.53,
0.03,,"[79, 70, 261, 352]",,0.0,,0.04,,0.21,,0.01,,0.05,,0.67,
0.04,,"[79, 71, 261, 351]",,0.0,,0.05,,0.27,,0.01,,0.07,,0.56,
0.04,,"[79, 71, 261, 352]",,0.0,,0.04,,0.3,,0.01,,0.07,,0.54,
0.03,,"[79, 71, 262, 352]",,0.0,,0.04,,0.3,,0.01,,0.06,,0.56,
0.03,,"[80, 70, 261, 353]",,0.0,,0.03,,0.26,,0.01,,0.04,,0.63,
0.03,,"[79, 70, 261, 353]",,0.0,,0.03,,0.3,,0.01,,0.05,,0.58,
0.02,,"[78, 70, 262, 353]",,0.0,,0.03,,0.26,,0.01,,0.04,,0.64,
0.02,,"[78, 71, 261, 352]",,0.0,,0.03,,0.32,,0.01,,0.04,,0.59,
0.03,,"[77, 70, 263, 352]",,0.0,,0.02,,0.29,,0.01,,0.04,,0.62,
0.02,,"[77, 70, 262, 354]",,0.0,,0.02,,0.36,,0.01,,0.04,,0.55,
0.01,,"[77, 71, 262, 352]",,0.0,,0.02,,0.36,,0.0,,0.02,,0.58,
0.02,,"[77, 71, 263, 352]",,0.0,,0.03,,0.32,,0.01,,0.03,,0.6,
0.02,,"[77, 70, 262, 353]",,0.0,,0.02,,0.4,,0.01,,0.04,,0.51,
0.02,,"[77, 70, 262, 353]",,0.0,,0.02,,0.41,,0.01,,0.04,,0.5,
0.01,,"[77, 69, 262, 354]",,0.0,,0.01,,0.51,,0.01,,0.02,,0.43,
0.01,,"[77, 69, 260, 354]",,0.0,,0.02,,0.49,,0.01,,0.03,,0.44,
0.01,,"[78, 69, 259, 353]",,0.0,,0.01,,0.48,,0.01,,0.02,,0.48,
0.01,,"[77, 69, 260, 353]",,0.0,,0.02,,0.48,,0.01,,0.02,,0.47,
0.01,,"[78, 69, 259, 353]",,0.0,,0.02,,0.49,,0.0,,0.02,,0.46,
0.01,,"[78, 69, 259, 353]",,0.0,,0.01,,0.51,,0.0,,0.02,,0.44,
0.01,,"[77, 69, 259, 353]",,0.0,,0.01,,0.56,,0.0,,0.01,,0.41,
0.01,,"[77, 69, 259, 352]",,0.0,,0.01,,0.46,,0.0,,0.02,,0.5,
0.01,,"[77, 69, 259, 352]",,0.0,,0.01,,0.44,,0.0,,0.01,,0.53,
0.01,,"[77, 69, 259, 352]",,0.0,,0.01,,0.47,,0.0,,0.01,,0.5,
0.01,,"[78, 68, 259, 353]",,0.0,,0.01,,0.46,,0.0,,0.01,,0.51,
0.01,,"[78, 68, 259, 353]",,0.0,,0.01,,0.45,,0.0,,0.01,,0.52,
0.01,,"[77, 68, 259, 354]",,0.0,,0.01,,0.53,,0.0,,0.01,,0.45,
0.0,,"[78, 69, 258, 353]",,0.0,,0.01,,0.51,,0.0,,0.01,,0.47,
0.0,,"[78, 69, 258, 352]",,0.0,,0.01,,0.5,,0.0,,0.01,,0.48,
0.0,,"[78, 69, 257, 352]",,0.0,,0.01,,0.5,,0.0,,0.01,,0.49,
0.0,,"[78, 70, 257, 350]",,0.0,,0.01,,0.54,,0.0,,0.01,,0.44,
0.0,,"[78, 70, 258, 350]",,0.0,,0.01,,0.54,,0.0,,0.01,,0.44,
0.0,,"[78, 70, 257, 350]",,0.0,,0.01,,0.53,,0.0,,0.01,,0.45,
0.01,,"[78, 70, 257, 350]",,0.0,,0.01,,0.52,,0.0,,0.01,,0.47,
0.01,,"[77, 70, 259, 350]",,0.0,,0.01,,0.56,,0.0,,0.01,,0.41,
0.01,,"[77, 70, 260, 350]",,0.0,,0.01,,0.57,,0.0,,0.01,,0.41,
0.0,,"[76, 70, 259, 351]",,0.0,,0.0,,0.67,,0.0,,0.01,,0.31,
0.0,,"[76, 70, 259, 351]",,0.0,,0.01,,0.67,,0.0,,0.01,,0.31,
0.01,,"[76, 71, 260, 349]",,0.0,,0.01,,0.61,,0.0,,0.01,,0.36,
0.0,,"[77, 70, 259, 349]",,0.0,,0.01,,0.53,,0.0,,0.01,,0.45,
0.01,,"[76, 71, 260, 349]",,0.0,,0.01,,0.64,,0.0,,0.01,,0.34,
0.01,,"[75, 71, 261, 348]",,0.0,,0.01,,0.6,,0.0,,0.01,,0.37,
0.01,,"[75, 70, 261, 350]",,0.0,,0.01,,0.63,,0.0,,0.01,,0.34,
0.0,,"[74, 71, 261, 349]",,0.0,,0.01,,0.7,,0.0,,0.01,,0.28,
0.01,,"[75, 70, 261, 351]",,0.0,,0.01,,0.71,,0.0,,0.01,,0.26,
0.01,,"[75, 70, 261, 351]",,0.0,,0.01,,0.7,,0.0,,0.01,,0.27,
0.01,,"[77, 70, 259, 349]",,0.0,,0.01,,0.56,,0.0,,0.01,,0.41,
0.01,,"[77, 70, 259, 349]",,0.0,,0.01,,0.61,,0.0,,0.01,,0.36,
0.01,,"[75, 70, 261, 350]",,0.0,,0.0,,0.68,,0.0,,0.0,,0.3,
0.01,,"[76, 70, 260, 350]",,0.0,,0.0,,0.68,,0.0,,0.0,,0.31,
0.0,,"[75, 70, 260, 349]",,0.0,,0.0,,0.75,,0.0,,0.01,,0.24,
0.01,,"[76, 69, 260, 351]",,0.0,,0.0,,0.66,,0.0,,0.01,,0.32,
0.0,,"[76, 69, 260, 351]",,0.0,,0.0,,0.61,,0.0,,0.0,,0.38,
0.0,,"[75, 68, 260, 352]",,0.0,,0.0,,0.69,,0.0,,0.0,,0.3,
0.0,,"[76, 68, 259, 351]",,0.0,,0.0,,0.62,,0.0,,0.0,,0.37,
0.01,,"[76, 68, 259, 351]",,0.0,,0.0,,0.62,,0.0,,0.0,,0.37,
0.0,,"[75, 67, 259, 351]",,0.0,,0.0,,0.59,,0.0,,0.0,,0.39,
0.0,,"[75, 67, 259, 351]",,0.0,,0.01,,0.59,,0.0,,0.0,,0.4,
0.0,,"[74, 66, 260, 351]",,0.0,,0.01,,0.52,,0.0,,0.0,,0.47,
0.0,,"[74, 66, 260, 351]",,0.0,,0.01,,0.51,,0.0,,0.0,,0.48,
0.0,,"[73, 65, 260, 352]",,0.0,,0.01,,0.49,,0.0,,0.0,,0.5,
0.0,,"[72, 65, 261, 352]",,0.0,,0.01,,0.49,,0.0,,0.0,,0.5,
0.0,,"[70, 65, 261, 348]",,0.0,,0.01,,0.58,,0.0,,0.0,,0.41,
0.0,,"[70, 64, 261, 350]",,0.0,,0.01,,0.47,,0.0,,0.01,,0.51,
0.0,,"[75, 69, 251, 346]",,0.0,,0.0,,0.33,,0.0,,0.0,,0.66,
0.0,,"[74, 69, 252, 346]",,0.0,,0.0,,0.39,,0.0,,0.0,,0.6,
0.0,,"[73, 67, 252, 348]",,0.0,,0.0,,0.4,,0.0,,0.0,,0.59,
0.0,,"[73, 67, 252, 348]",,0.0,,0.0,,0.4,,0.0,,0.0,,0.59,
0.0,,"[73, 66, 251, 349]",,0.0,,0.0,,0.4,,0.0,,0.0,,0.59,
0.0,,"[73, 66, 251, 349]",,0.0,,0.0,,0.39,,0.0,,0.0,,0.6,
0.0,,"[71, 65, 251, 350]",,0.0,,0.0,,0.49,,0.0,,0.0,,0.5,
0.0,,"[71, 65, 251, 350]",,0.0,,0.0,,0.49,,0.0,,0.0,,0.5,
0.0,,"[69, 64, 251, 350]",,0.0,,0.0,,0.42,,0.0,,0.0,,0.57,
0.0,,"[69, 64, 251, 349]",,0.0,,0.0,,0.37,,0.0,,0.0,,0.62,
0.0,,"[68, 63, 252, 352]",,0.0,,0.0,,0.51,,0.0,,0.0,,0.48,
0.0,,"[67, 63, 253, 352]",,0.0,,0.0,,0.52,,0.0,,0.0,,0.47,
0.0,,"[66, 62, 252, 352]",,0.0,,0.0,,0.56,,0.0,,0.0,,0.43,
0.0,,"[67, 62, 252, 352]",,0.0,,0.0,,0.53,,0.0,,0.0,,0.47,
0.0,,"[65, 60, 253, 353]",,0.0,,0.0,,0.51,,0.0,,0.0,,0.49,
0.0,,"[65, 61, 253, 353]",,0.0,,0.0,,0.61,,0.0,,0.0,,0.38,
0.0,,"[65, 59, 253, 354]",,0.0,,0.0,,0.6,,0.0,,0.0,,0.4,
0.0,,"[65, 59, 253, 354]",,0.0,,0.0,,0.61,,0.0,,0.0,,0.38,
0.0,,"[61, 58, 255, 355]",,0.0,,0.0,,0.66,,0.0,,0.0,,0.34,
0.0,,"[61, 59, 254, 353]",,0.0,,0.0,,0.65,,0.0,,0.0,,0.34,
0.0,,"[61, 57, 254, 355]",,0.0,,0.0,,0.61,,0.0,,0.0,,0.38,
0.0,,"[61, 58, 255, 355]",,0.0,,0.0,,0.7,,0.0,,0.0,,0.3,
0.0,,"[60, 56, 256, 355]",,0.0,,0.0,,0.53,,0.0,,0.0,,0.46,
0.0,,"[59, 56, 258, 357]",,0.0,,0.0,,0.63,,0.0,,0.0,,0.37,
0.0,,"[59, 53, 258, 361]",,0.0,,0.0,,0.53,,0.0,,0.0,,0.46,
0.0,,"[59, 54, 257, 359]",,0.0,,0.0,,0.48,,0.0,,0.0,,0.51,
0.0,,"[57, 54, 258, 359]",,0.0,,0.0,,0.53,,0.0,,0.0,,0.46,
0.0,,"[58, 54, 257, 359]",,0.0,,0.0,,0.54,,0.0,,0.0,,0.45,
0.0,,"[55, 52, 259, 361]",,0.0,,0.0,,0.43,,0.0,,0.0,,0.57,
0.0,,"[57, 53, 257, 360]",,0.0,,0.0,,0.43,,0.0,,0.0,,0.56,
0.0,,"[53, 52, 260, 361]",,0.0,,0.0,,0.54,,0.0,,0.0,,0.46,
0.0,,"[53, 52, 260, 361]",,0.0,,0.0,,0.54,,0.0,,0.0,,0.46,
0.0,,"[52, 50, 261, 362]",,0.0,,0.0,,0.39,,0.0,,0.0,,0.6,
0.0,,"[52, 50, 261, 362]",,0.0,,0.0,,0.38,,0.0,,0.0,,0.62,
0.0,,"[50, 44, 260, 365]",,0.0,,0.0,,0.26,,0.0,,0.0,,0.73,
0.0,,"[50, 44, 260, 365]",,0.0,,0.0,,0.27,,0.0,,0.0,,0.72,
0.0,,"[48, 45, 263, 365]",,0.0,,0.0,,0.33,,0.0,,0.0,,0.66,
0.0,,"[48, 45, 263, 365]",,0.0,,0.0,,0.34,,0.0,,0.0,,0.65,
0.0,,"[47, 44, 260, 360]",,0.0,,0.0,,0.3,,0.0,,0.0,,0.69,
0.0,,"[47, 44, 260, 360]",,0.0,,0.0,,0.32,,0.0,,0.0,,0.68,
0.0,,"[41, 43, 260, 349]",,0.0,,0.01,,0.48,,0.0,,0.01,,0.49,
0.0,,"[30, 44, 266, 355]",,0.0,,0.01,,0.57,,0.0,,0.01,,0.41,
0.0,,"[39, 42, 259, 342]",,0.0,,0.06,,0.3,,0.02,,0.05,,0.56,
0.0,,"[39, 42, 259, 342]",,0.0,,0.06,,0.31,,0.02,,0.05,,0.56,
0.01,,"[37, 42, 258, 339]",,0.0,,0.03,,0.76,,0.14,,0.05,,0.01,
0.0,,"[37, 42, 258, 338]",,0.0,,0.02,,0.81,,0.12,,0.03,,0.01,
0.01,,"[38, 41, 257, 337]",,0.0,,0.02,,0.8,,0.13,,0.04,,0.01,
0.01,,"[38, 41, 257, 337]",,0.0,,0.02,,0.8,,0.13,,0.03,,0.01,
0.01,,"[38, 42, 258, 335]",,0.0,,0.02,,0.76,,0.16,,0.04,,0.01,
0.01,,"[39, 42, 257, 335]",,0.0,,0.02,,0.76,,0.16,,0.04,,0.01,
0.03,,"[40, 44, 257, 334]",,0.0,,0.07,,0.56,,0.23,,0.1,,0.01,
0.03,,"[40, 44, 257, 334]",,0.0,,0.07,,0.57,,0.23,,0.09,,0.01,
0.02,,"[42, 42, 260, 334]",,0.0,,0.06,,0.59,,0.26,,0.06,,0.01,
0.02,,"[42, 42, 260, 334]",,0.0,,0.06,,0.58,,0.26,,0.06,,0.01,
0.01,,"[44, 40, 262, 333]",,0.0,,0.05,,0.68,,0.21,,0.04,,0.01,
0.02,,"[44, 40, 262, 334]",,0.0,,0.06,,0.63,,0.23,,0.06,,0.01,
0.01,,"[50, 39, 255, 330]",,0.0,,0.03,,0.82,,0.11,,0.02,,0.01,
0.01,,"[50, 39, 255, 330]",,0.0,,0.03,,0.83,,0.1,,0.02,,0.01,
0.01,,"[48, 38, 262, 339]",,0.0,,0.02,,0.73,,0.21,,0.03,,0.0,
0.01,,"[48, 39, 262, 338]",,0.0,,0.03,,0.68,,0.24,,0.04,,0.0,
0.01,,"[50, 37, 264, 338]",,0.0,,0.03,,0.77,,0.15,,0.04,,0.01,
0.01,,"[50, 37, 264, 339]",,0.0,,0.02,,0.73,,0.2,,0.03,,0.0,
0.0,,"[58, 40, 253, 326]",,0.0,,0.01,,0.85,,0.1,,0.03,,0.0,
0.0,,"[58, 40, 252, 326]",,0.0,,0.01,,0.86,,0.1,,0.02,,0.0,
0.01,,"[59, 39, 251, 328]",,0.0,,0.02,,0.79,,0.13,,0.05,,0.01,
0.01,,"[60, 39, 251, 328]",,0.0,,0.02,,0.78,,0.14,,0.05,,0.01,
0.0,,"[60, 40, 250, 326]",,0.0,,0.01,,0.85,,0.1,,0.03,,0.0,
0.0,,"[60, 40, 250, 325]",,0.0,,0.01,,0.86,,0.08,,0.04,,0.0,
0.0,,"[60, 40, 250, 325]",,0.0,,0.01,,0.87,,0.08,,0.03,,0.0,
0.0,,"[60, 40, 250, 325]",,0.0,,0.01,,0.87,,0.09,,0.03,,0.0,
0.0,,"[58, 38, 253, 325]",,0.0,,0.01,,0.89,,0.07,,0.03,,0.0,
0.0,,"[59, 40, 251, 324]",,0.0,,0.01,,0.88,,0.08,,0.03,,0.0,
0.0,,"[52, 36, 260, 334]",,0.0,,0.0,,0.9,,0.09,,0.01,,0.0,
0.0,,"[52, 36, 260, 334]",,0.0,,0.0,,0.9,,0.08,,0.01,,0.0,
0.0,,"[53, 36, 258, 329]",,0.0,,0.0,,0.94,,0.04,,0.01,,0.0,
0.0,,"[53, 35, 258, 329]",,0.0,,0.0,,0.93,,0.05,,0.01,,0.0,
0.0,,"[51, 35, 258, 330]",,0.0,,0.01,,0.91,,0.07,,0.01,,0.0,
0.0,,"[53, 35, 255, 330]",,0.0,,0.01,,0.92,,0.07,,0.0,,0.0,
0.0,,"[52, 34, 256, 333]",,0.0,,0.01,,0.9,,0.05,,0.02,,0.01,
0.0,,"[52, 34, 256, 333]",,0.0,,0.02,,0.9,,0.05,,0.02,,0.01,
0.0,,"[44, 31, 263, 347]",,0.0,,0.01,,0.96,,0.01,,0.01,,0.01,
0.0,,"[44, 31, 264, 347]",,0.0,,0.01,,0.96,,0.01,,0.01,,0.01,
0.0,,"[44, 31, 262, 340]",,0.0,,0.01,,0.91,,0.01,,0.01,,0.04,
0.0,,"[44, 31, 262, 341]",,0.0,,0.01,,0.91,,0.01,,0.01,,0.05,
0.0,,"[42, 31, 261, 341]",,0.0,,0.01,,0.94,,0.01,,0.02,,0.03,
0.0,,"[42, 31, 261, 341]",,0.0,,0.01,,0.94,,0.01,,0.01,,0.03,
0.0,,"[38, 31, 263, 342]",,0.0,,0.0,,0.96,,0.0,,0.01,,0.02,
0.0,,"[38, 32, 264, 342]",,0.0,,0.0,,0.98,,0.0,,0.0,,0.01,
0.0,,"[31, 31, 265, 343]",,0.0,,0.0,,0.98,,0.0,,0.0,,0.01,
0.0,,"[31, 31, 265, 343]",,0.0,,0.0,,0.98,,0.0,,0.0,,0.01,
0.0,,"[26, 31, 266, 341]",,0.0,,0.0,,0.95,,0.01,,0.02,,0.02,
0.0,,"[26, 31, 266, 341]",,0.0,,0.0,,0.95,,0.01,,0.02,,0.02,
0.0,,"[19, 32, 269, 341]",,0.0,,0.02,,0.85,,0.01,,0.06,,0.05,
0.0,,"[19, 32, 270, 341]",,0.0,,0.01,,0.87,,0.01,,0.05,,0.05,
0.02,,"[13, 32, 272, 342]",,0.0,,0.07,,0.53,,0.02,,0.25,,0.11,
0.01,,"[13, 33, 272, 341]",,0.0,,0.08,,0.57,,0.02,,0.19,,0.13,
0.02,,"[7, 35, 274, 341]",,0.0,,0.09,,0.31,,0.05,,0.4,,0.12,
0.02,,"[7, 35, 274, 341]",,0.0,,0.09,,0.33,,0.05,,0.38,,0.12,
0.04,,"[1, 36, 276, 342]",,0.0,,0.1,,0.2,,0.12,,0.46,,0.08,
0.04,,"[-4, 33, 281, 347]",,0.0,,0.12,,0.19,,0.1,,0.5,,0.05,
0.05,,"[-2, 37, 276, 342]",,0.0,,0.12,,0.21,,0.13,,0.39,,0.12,
0.04,,"[-7, 33, 280, 346]",,0.0,,0.09,,0.3,,0.19,,0.31,,0.07,
0.06,,"[-3, 38, 276, 339]",,0.0,,0.11,,0.26,,0.19,,0.3,,0.08,
0.06,,"[-3, 38, 276, 339]",,0.0,,0.11,,0.26,,0.19,,0.3,,0.08,
0.01,,"[-11, 34, 279, 342]",,0.0,,0.02,,0.58,,0.27,,0.11,,0.0,
0.02,,"[-11, 34, 279, 343]",,0.0,,0.02,,0.52,,0.32,,0.11,,0.0,
0.01,,"[-13, 34, 280, 340]",,0.0,,0.01,,0.73,,0.22,,0.03,,0.0,
0.01,,"[-15, 34, 282, 343]",,0.0,,0.01,,0.58,,0.35,,0.05,,0.0,
0.01,,"[-7, 37, 277, 340]",,0.0,,0.02,,0.6,,0.32,,0.06,,0.0,
0.01,,"[-7, 37, 276, 340]",,0.0,,0.02,,0.61,,0.32,,0.05,,0.0,
0.01,,"[-8, 37, 276, 341]",,0.0,,0.04,,0.61,,0.24,,0.09,,0.01,
0.01,,"[-8, 37, 276, 341]",,0.0,,0.04,,0.62,,0.23,,0.09,,0.01,
0.04,,"[-22, 36, 287, 351]",,0.0,,0.12,,0.2,,0.03,,0.49,,0.11,
0.04,,"[-22, 36, 287, 351]",,0.0,,0.12,,0.2,,0.03,,0.5,,0.11,
0.03,,"[-8, 35, 275, 354]",,0.0,,0.07,,0.5,,0.01,,0.26,,0.12,
0.04,,"[-8, 35, 275, 354]",,0.0,,0.07,,0.5,,0.01,,0.27,,0.11,
0.01,,"[-4, 36, 275, 353]",,0.0,,0.01,,0.91,,0.01,,0.03,,0.02,
0.01,,"[-4, 36, 275, 353]",,0.0,,0.01,,0.91,,0.01,,0.04,,0.02,
0.0,,"[-5, 43, 274, 343]",,0.0,,0.0,,0.97,,0.01,,0.01,,0.01,
0.0,,"[-5, 43, 274, 343]",,0.0,,0.0,,0.97,,0.01,,0.01,,0.01,
0.0,,"[-30, 40, 292, 352]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[-30, 40, 292, 352]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[-17, 40, 283, 346]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[-15, 39, 282, 348]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[-18, 38, 284, 351]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[-18, 38, 285, 351]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[-21, 40, 286, 352]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[-21, 41, 287, 352]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[-22, 41, 288, 353]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[-22, 41, 288, 353]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[-20, 42, 287, 353]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[-20, 42, 287, 353]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[-7, 47, 277, 347]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[-7, 46, 277, 348]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[-11, 42, 281, 352]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[-11, 43, 280, 350]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[-9, 43, 280, 350]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[-9, 43, 280, 349]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[-1, 48, 274, 344]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[-1, 48, 274, 344]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[2, 50, 274, 345]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[2, 50, 274, 345]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[6, 52, 272, 346]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[5, 52, 273, 347]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[9, 54, 271, 346]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[9, 54, 271, 346]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[18, 64, 265, 339]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[18, 64, 265, 339]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[23, 65, 266, 341]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[23, 65, 266, 341]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[28, 67, 266, 341]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[28, 67, 265, 341]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[39, 63, 262, 338]",,0.0,,0.0,,0.89,,0.1,,0.0,,0.0,
0.0,,"[38, 63, 262, 338]",,0.0,,0.0,,0.92,,0.08,,0.0,,0.0,
0.0,,"[42, 62, 260, 340]",,0.0,,0.0,,0.94,,0.06,,0.0,,0.0,
0.0,,"[43, 62, 259, 340]",,0.0,,0.0,,0.93,,0.07,,0.0,,0.0,
0.03,,"[76, 81, 239, 319]",,0.0,,0.16,,0.02,,0.71,,0.05,,0.03,
0.04,,"[76, 81, 239, 319]",,0.0,,0.17,,0.02,,0.7,,0.05,,0.03,
0.03,,"[76, 80, 240, 321]",,0.0,,0.11,,0.02,,0.77,,0.05,,0.02,
0.03,,"[76, 80, 240, 321]",,0.0,,0.11,,0.02,,0.77,,0.05,,0.02,
0.03,,"[75, 79, 241, 323]",,0.0,,0.1,,0.02,,0.77,,0.05,,0.02,
0.04,,"[75, 80, 242, 322]",,0.0,,0.16,,0.02,,0.69,,0.07,,0.03,
0.04,,"[76, 81, 241, 321]",,0.0,,0.16,,0.02,,0.67,,0.08,,0.03,
0.05,,"[75, 81, 241, 321]",,0.0,,0.15,,0.02,,0.68,,0.07,,0.03,
0.04,,"[74, 81, 242, 321]",,0.0,,0.17,,0.02,,0.67,,0.07,,0.03,
0.04,,"[74, 81, 242, 322]",,0.0,,0.13,,0.02,,0.74,,0.06,,0.02,
0.04,,"[75, 81, 241, 321]",,0.0,,0.16,,0.03,,0.68,,0.06,,0.03,
0.04,,"[74, 81, 242, 322]",,0.0,,0.13,,0.02,,0.73,,0.06,,0.02,
0.04,,"[75, 80, 242, 322]",,0.0,,0.16,,0.04,,0.66,,0.06,,0.04,
0.04,,"[75, 81, 241, 321]",,0.0,,0.17,,0.02,,0.67,,0.06,,0.03,
0.04,,"[75, 80, 241, 322]",,0.0,,0.18,,0.03,,0.65,,0.07,,0.03,
0.05,,"[74, 80, 242, 322]",,0.0,,0.15,,0.03,,0.69,,0.07,,0.02,
0.04,,"[75, 80, 241, 322]",,0.0,,0.18,,0.03,,0.65,,0.07,,0.03,
0.05,,"[74, 80, 242, 322]",,0.0,,0.16,,0.03,,0.66,,0.07,,0.02,
0.05,,"[75, 80, 241, 322]",,0.0,,0.16,,0.02,,0.66,,0.08,,0.03,
0.05,,"[74, 80, 242, 322]",,0.0,,0.12,,0.03,,0.73,,0.06,,0.02,
0.04,,"[74, 80, 242, 321]",,0.0,,0.13,,0.03,,0.71,,0.07,,0.03,
0.04,,"[75, 80, 241, 321]",,0.0,,0.15,,0.03,,0.68,,0.07,,0.03,
0.04,,"[75, 80, 241, 322]",,0.0,,0.17,,0.02,,0.66,,0.08,,0.04,
0.04,,"[75, 80, 241, 322]",,0.0,,0.17,,0.02,,0.66,,0.08,,0.04,
0.03,,"[75, 79, 242, 323]",,0.0,,0.17,,0.03,,0.65,,0.08,,0.04,
0.03,,"[74, 79, 242, 323]",,0.0,,0.14,,0.03,,0.7,,0.07,,0.03,
0.04,,"[74, 79, 242, 322]",,0.0,,0.13,,0.03,,0.71,,0.06,,0.03,
0.04,,"[74, 79, 242, 323]",,0.0,,0.16,,0.03,,0.67,,0.07,,0.04,
0.04,,"[74, 79, 243, 323]",,0.0,,0.16,,0.03,,0.66,,0.07,,0.04,
0.03,,"[74, 79, 243, 323]",,0.0,,0.15,,0.04,,0.68,,0.06,,0.04,
0.04,,"[74, 79, 242, 323]",,0.0,,0.15,,0.03,,0.67,,0.07,,0.04,
0.04,,"[74, 79, 242, 323]",,0.0,,0.15,,0.03,,0.67,,0.07,,0.04,
